version,throughput,total,final,gif,swap,step,wrap,init
v0,15218220.000000002,657.86,16.779666170076922,32.2215803715302,0.0,50.39068438174578,0.085129670730595,0.5229394059165121
v1,12849600.0,778.3,14.329033252813902,25.769645885799463,0.0,59.443901937606,0.0693837693375135,0.3880351544431311
v2,13452860.0,743.36,14.992197169455956,20.596782005058387,0.0,63.67109723941237,0.3121132217618253,0.4278103643114675
v3,14907160.0,670.9000000000001,16.371061495811844,13.896920738068976,0.0,68.9152532268161,0.33087906519211846,0.4858854741109488
v4,17546840.0,570.12,19.252087279870903,17.291096611239738,0.0,62.425454290324836,0.4385041745597417,0.5928576440047709
v5.0,30008940.000000004,333.68,30.36260113874738,54.27030266706622,0.0,13.251423434222357,1.1027869343721903,1.0128858255918491
v5.1,33102540.000000004,302.28000000000003,33.87822634017208,44.14295168762409,0.0,19.49702183984117,1.3567174056915952,1.1250827266710788
v6.0,37179180.0,268.79999999999995,34.2752680175993,46.5576005453306,0.0,17.184111049141723,0.9915101939641816,0.9915101939641816
v6.1,40213620.0,248.8,34.12346965355562,43.74837197186767,0.0,19.634019275853085,1.4066163063297734,1.0875227923938524
v7.0,40972340.0,244.0,36.686223227539394,48.476708842864205,0.0,11.755142433024668,1.9509436629674133,1.1309818336042976
v7.1,41500960.0,240.60000000000002,41.09031733116355,53.07567127746135,0.0,2.7664768104149715,1.7005695687550857,1.3669650122050452
