version,throughput,total,final,gif,swap,step,wrap,init
v0,153315581.6,6.5262,0.1705179282868526,0.3212381244253754,0.0,0.5021759117376647,0.000827459393196445,0.005240576156910819
v1,127034749.2,7.8726,0.14579681426720525,0.25739908035464776,0.0,0.5919010238040799,0.0006859233290145569,0.0042171582450524605
v2,134544804.8,7.432600000000001,0.15082205419368724,0.2058229959906358,0.0,0.6358743911955439,0.0031213841724295663,0.00435917444770336
v3,148524116.0,6.736400000000001,0.15963068519178242,0.13985868661679135,0.0,0.6921683885524285,0.003325020781379883,0.00501721885761786
v4,179365815.0,5.5778,0.20315525277877375,0.1702760846181427,0.0,0.6163499462172822,0.0042667622803872355,0.005951954105414127
v5.0,297221110.8,3.3646000000000003,0.32784546805349185,0.5349777117384844,0.0,0.1160772659732541,0.01087667161961367,0.010222882615156019
v5.1,320850118.4,3.1206,0.332585422142445,0.43502788640297463,0.0,0.20815436886979935,0.013398294762484775,0.010834027822296304
v6.0,372926533.6,2.6799999999999997,0.34676115877160263,0.46164366529901774,0.0,0.1713291060549546,0.009697873927638939,0.010568195946786024
v6.1,410049261.2,2.4379999999999997,0.34027637344118633,0.44819683181664977,0.0,0.1846983485001685,0.015032018874283785,0.01179642736771149
v7.0,390328952.0,2.5620000000000003,0.3559368007052281,0.5024072692751068,0.0,0.11215840509934222,0.018783481386044618,0.010714043534278158
v7.1,409697038.0,2.4379999999999997,0.4175195422677089,0.5278426948182771,0.0,0.024256587960351354,0.016520267547747602,0.01386090740591506
