version,throughput,total,final,gif,swap,step,wrap,init
v0,15331558160.0,652.62,17.05179282868526,32.12381244253754,0.0,50.21759117376647,0.0827459393196445,0.5240576156910819
v1,12703474920.0,787.26,14.579681426720526,25.739908035464776,0.0,59.19010238040799,0.0685923329014557,0.42171582450524603
v2,13454480480.000002,743.2600000000001,15.082205419368725,20.58229959906358,0.0,63.58743911955439,0.31213841724295666,0.435917444770336
v3,14852411600.0,673.6400000000001,15.963068519178242,13.985868661679135,0.0,69.21683885524284,0.33250207813798827,0.501721885761786
v4,17936581500.0,557.78,20.315525277877374,17.02760846181427,0.0,61.634994621728225,0.42667622803872357,0.5951954105414127
v5.0,29722111080.0,336.46000000000004,32.78454680534919,53.49777117384844,0.0,11.60772659732541,1.0876671619613671,1.022288261515602
v5.1,32085011839.999996,312.06,33.2585422142445,43.50278864029746,0.0,20.815436886979935,1.3398294762484775,1.0834027822296304
v6.0,37292653360.0,268.0,34.676115877160264,46.16436652990178,0.0,17.13291060549546,0.9697873927638939,1.0568195946786023
v6.1,41004926120.0,243.79999999999998,34.02763734411863,44.81968318166498,0.0,18.46983485001685,1.5032018874283786,1.179642736771149
v7.0,39032895200.0,256.20000000000005,35.59368007052281,50.24072692751068,0.0,11.215840509934221,1.8783481386044618,1.0714043534278157
v7.1,40969703800.0,243.79999999999998,41.751954226770884,52.78426948182771,0.0,2.4256587960351355,1.6520267547747602,1.3860907405915062
