nthreads,throughput,actual,total,final,gif,swap,step,wrap,init
2,390511141.8,2.558,2.9539999999999997,1.099,1.3664,0.0,0.39740000000000003,0.0628,0.0324
4,383002170.8,2.6100000000000003,2.752,1.0942,1.4222,0.0,0.15,0.0578,0.033
8,388323256.8,2.572,2.636,1.105,1.374,0.0,0.0746,0.0538,0.032
9,382982428.2,2.6079999999999997,2.666,1.1019999999999999,1.4106,0.0,0.06899999999999999,0.0536,0.034
16,408400562.4,2.444,2.49,1.0816000000000001,1.2714,0.0,0.06520000000000001,0.041400000000000006,0.0338
